"","Status","Sex","Province","Area","Date.of.death","Cause.of.death","Province2"
"5245"," Civilian"," Adult - Male"," Idlib"," Taftnaz",2012-04-30," Shooting","Idlib"
"5246"," Civilian"," Adult - Male"," Homs"," Talbiseh: Eastern Farhanieh",2012-04-30," Shooting","Hims"
"5247"," Non-Civilian"," Adult - Male"," Damascus"," Sadat",2012-04-30," Shooting","Damascus"
"5248"," Non-Civilian"," Adult - Male"," Idlib"," Taftanaz",2012-04-30," Shooting","Idlib"
"5249"," Non-Civilian"," Adult - Male"," Daraa"," Jeeza",2012-04-29," Shooting","Dar`a"
"5250"," Civilian"," Adult - Male"," Hama"," Sahl Al-Ghab: Shahrnaz",2012-04-29," Shooting","Hamah"
"5251"," Civilian"," Adult - Male"," Homs"," Joret Al-Shiyah",2012-04-29," Shooting","Hims"
"5252"," Civilian"," Child - Male"," Homs"," Steen Street",2012-04-29," Field Execution","Hims"
"5253"," Civilian"," Adult - Male"," Idlib"," Afes",2012-04-29," Kidnapping - Execution","Idlib"
"5254"," Civilian"," Adult - Male"," Hama"," Homs Way",2012-04-29," Shooting","Hamah"
"5255"," Civilian"," Adult - Male"," Hama"," Suran",2012-04-29," Shooting","Hamah"
"5256"," Civilian"," Adult - Male"," Homs"," Joret Al-Shiyah",2012-04-29," Shooting","Hims"
"5257"," Non-Civilian"," Adult - Male"," Daraa"," ",2012-04-29," Shooting","Dar`a"
"5258"," Non-Civilian"," Adult - Male"," Homs"," Inshaat",2012-04-29," Detention - Execution","Hims"
"5259"," Civilian"," Adult - Male"," Damascus Suburbs"," Moadamiya",2012-04-29," Shooting","Rif Dimashq"
"5260"," Civilian"," Adult - Male"," Idlib"," Saraqeb",2012-04-29," Shelling","Idlib"
"5261"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Zabadany",2012-04-29," Shooting","Rif Dimashq"
"5262"," Civilian"," Adult - Male"," Idlib"," Saraqeb",2012-04-29," Shelling","Idlib"
"5263"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-04-29," Shooting","Rif Dimashq"
"5264"," Civilian"," Adult - Male"," Damascus Suburbs"," Misraba",2012-04-28," Shooting","Rif Dimashq"
"5265"," Civilian"," Adult - Male"," Hama"," Treimseh",2012-04-28," Shooting","Hamah"
"5266"," Civilian"," Adult - Male"," Idlib"," Saraqeb",2012-04-28," Shelling","Idlib"
"5267"," Civilian"," Adult - Male"," Hama"," Al-Arbaeen area",2012-04-28," Shooting","Hamah"
"5268"," Non-Civilian"," Adult - Male"," Idlib"," Afes",2012-04-28," Kidnapping - Execution","Idlib"
"5269"," Civilian"," Adult - Male"," Homs"," Firdaws",2012-04-28," Kidnapping - Torture - Execution","Hims"
"5270"," Non-Civilian"," Adult - Male"," Idlib"," Afis",2012-04-28," Kidnapping - Execution","Idlib"
"5271"," Civilian"," Adult - Male"," Hama"," Aleppo Way",2012-04-28," Shooting","Hamah"
"5272"," Civilian"," Adult - Male"," Damascus Suburbs"," Housh Arab",2012-04-28," Shelling","Rif Dimashq"
"5273"," Civilian"," Adult - Male"," Idlib"," Binnish",2012-04-28," Shooting","Idlib"
"5274"," Civilian"," Adult - Male"," Damascus Suburbs"," Housh Arab",2012-04-28," Shelling","Rif Dimashq"
"5275"," Civilian"," Adult - Male"," Damascus Suburbs"," Zabadany",2012-04-28," Shelling","Rif Dimashq"
"5276"," Non-Civilian"," Adult - Male"," Idlib"," Afes",2012-04-28," Kidnapping - Execution","Idlib"
"5277"," Civilian"," Adult - Male"," Idlib"," Nahleh village",2012-04-28," Shooting","Idlib"
"5278"," Civilian"," Adult - Female"," Homs"," Rastan",2012-04-28," Shelling","Hims"
"5279"," Civilian"," Adult - Male"," Damascus Suburbs"," Bakhaa",2012-04-28," Shelling","Rif Dimashq"
"5280"," Civilian"," Child - Male"," Hama"," Karameh",2012-04-28," Explosion","Hamah"
"5281"," Civilian"," Adult - Male"," Hama"," Karameh area",2012-04-28," Explosion","Hamah"
"5282"," Civilian"," Adult - Male"," Damascus"," Tadamun",2012-05-04," Shooting","Damascus"
"5283"," Civilian"," Adult - Male"," Daraa"," Daeel",2012-05-04," Detention - Execution","Dar`a"
"5284"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-04," Shooting","Hims"
"5285"," Non-Civilian"," Adult - Male"," Idlib"," Tamanaah",2012-05-04," Shooting","Idlib"
"5286"," Civilian"," Adult - Male"," Deir Ezzor"," Mohasan",2012-05-04," Shooting","Dayr Az Zawr"
"5287"," Civilian"," Adult - Male"," Damascus"," Qaboun",2012-05-03," Shooting","Damascus"
"5288"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Wadi Barada",2012-05-03," Explosion","Rif Dimashq"
"5289"," Civilian"," Adult - Male"," Daraa"," Maaraba",2012-05-03," Detention - Torture","Dar`a"
"5290"," Civilian"," Child - Male"," Hama"," Karama Neighborhood",2012-05-03," Explosion","Hamah"
"5291"," Civilian"," Adult - Male"," Homs"," Khaldieh",2012-05-03," Shooting","Hims"
"5292"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-05-03," Shooting","Hims"
"5293"," Civilian"," Adult - Male"," Hama"," Jarajmeh Neiborhood",2012-05-03," Shooting","Hamah"
"5294"," Civilian"," Adult - Male"," Daraa"," Msaifra",2012-05-03," Detention - Torture","Dar`a"
"5295"," Civilian"," Adult - Male"," Homs"," Rastan: Kissin",2012-05-03," Shooting","Hims"
"5296"," Civilian"," Adult - Male"," Homs"," Qatina",2012-05-03," Shooting","Hims"
"5297"," Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-05-03," Shelling","Rif Dimashq"
"5298"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Douma",2012-05-03," Shooting","Rif Dimashq"
"5299"," Non-Civilian"," Adult - Male"," Aleppo"," Sakhour",2012-05-03," Shooting","Aleppo"
"5300"," Civilian"," Adult - Male"," Damascus Suburbs"," Daraya",2012-05-02," Shooting","Rif Dimashq"
"5301"," Civilian"," Adult - Male"," Homs"," Khaldieh",2012-05-02," Shooting","Hims"
"5302"," Civilian"," Adult - Male"," Daraa"," Naseeb",2012-05-02," Shooting","Dar`a"
"5303"," Civilian"," Adult - Male"," Homs"," Deir Baalba",2012-05-02," Field Execution","Hims"
"5304"," Civilian"," Child - Male"," Idlib"," Jisr Al-Shoghour: Bdama",2012-05-02," Detention - Torture","Idlib"
"5305"," Civilian"," Adult - Male"," Hama"," Mesyaf",2012-05-02," Shooting","Hamah"
"5306"," Civilian"," Adult - Male"," Damascus"," Yaroumk Camp",2012-05-02," Shooting","Damascus"
"5307"," Civilian"," Adult - Male"," Idlib"," Saraqeb",2012-05-02," Shooting","Idlib"
"5308"," Non-Civilian"," Adult - Male"," Aleppo"," Marea",2012-05-02," Shooting","Aleppo"
"5309"," Civilian"," Adult - Male"," Idlib"," ",2012-05-02," Shooting","Idlib"
"5310"," Non-Civilian"," Adult - Male"," Homs"," Baba Amr",2012-05-02," Shooting","Hims"
"5311"," Civilian"," Adult - Male"," Hama"," Mesyaf: Jub Ramla",2012-05-02," Shooting","Hamah"
"5312"," Civilian"," Adult - Male"," Hama"," Karim Village",2012-05-01," Shooting","Hamah"
"5313"," Civilian"," Adult - Male"," Deir Ezzor"," Aleyan Village",2012-05-01," Shooting","Dayr Az Zawr"
"5314"," Civilian"," Child - Male"," Idlib"," Maaret Al-Nouman",2012-05-01," Shooting","Idlib"
"5315"," Civilian"," Adult - Male"," Deir Ezzor"," Bokamal",2012-05-01," Shelling","Dayr Az Zawr"
"5316"," Non-Civilian"," Adult - Male"," Homs"," ",2012-05-01," Shooting","Hims"
"5317"," Civilian"," Adult - Male"," Deir Ezzor"," Bokamal",2012-05-01," Shelling","Dayr Az Zawr"
"5318"," Civilian"," Adult - Male"," Homs"," Deir Baalba",2012-05-01," Shooting","Hims"
"5319"," Civilian"," Adult - Female"," Homs"," Rastan",2012-05-01," Shooting","Hims"
"5320"," Civilian"," Adult - Male"," Hama"," Arbaeen Neighborhood",2012-05-01," Shooting","Hamah"
"5321"," Civilian"," Adult - Male"," Homs"," Deir Baalba: Kasara",2012-05-01," Field Execution","Hims"
"5322"," Civilian"," Adult - Male"," Homs"," Deir Baalba: Kasara",2012-05-01," Field Execution","Hims"
"5323"," Civilian"," Adult - Male"," Hama"," Moshaa Al-Tayar",2012-05-01," Shelling","Hamah"
"5324"," Civilian"," Adult - Male"," Deir Ezzor"," Mohasan : Bhory",2012-05-01," Shooting","Dayr Az Zawr"
"5325"," Non-Civilian"," Adult - Male"," Other"," Palestine",2012-05-01," Shooting"," Other"
"5326"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Mishmishan",2012-05-01," Shelling","Idlib"
"5327"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Mishmishan",2012-05-01," Shelling","Idlib"
"5328"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour",2012-05-01," Shelling","Idlib"
"5329"," Civilian"," Adult - Female"," Idlib"," Jisr Al-Shoghour",2012-05-01," Shelling","Idlib"
"5330"," Civilian"," Child - Male"," Aleppo"," Sukkari",2012-05-05," Explosion","Aleppo"
"5331"," Civilian"," Adult - Male"," Homs"," Waer",2012-05-05," Shelling","Hims"
"5332"," Civilian"," Adult - Male"," Damascus"," Barzeh",2012-05-05," Shooting","Damascus"
"5333"," Civilian"," Adult - Male"," Homs"," ",2012-05-05," Shelling","Hims"
"5334"," Civilian"," Adult - Male"," Homs"," ",2012-05-05," Shelling","Hims"
"5335"," Civilian"," Adult - Male"," Damascus"," Barzah",2012-05-05," Shelling","Damascus"
"5336"," Non-Civilian"," Adult - Male"," Idlib"," Kafroumeh",2012-05-05," Shooting","Idlib"
"5337"," Civilian"," Adult - Male"," Homs"," Old Waer",2012-05-05," Shelling","Hims"
"5338"," Civilian"," Adult - Male"," Homs"," Teir Maalle",2012-05-05," Shelling","Hims"
"5339"," Civilian"," Adult - Male"," Damascus"," Barzeh",2012-05-05," Shooting","Damascus"
"5340"," Civilian"," Adult - Male"," Damascus"," Kafar Souseh",2012-05-04," Shooting","Damascus"
"5341"," Civilian"," Adult - Male"," Daraa"," Tareeq Al-Sad",2012-05-04," Shooting","Dar`a"
"5342"," Civilian"," Adult - Male"," Homs"," Warsheh",2012-05-04," Shooting","Hims"
"5343"," Civilian"," Adult - Male"," Hama"," Latamneh",2012-05-04," Field Execution","Hamah"
"5344"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5345"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5346"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5347"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5348"," Civilian"," Adult - Male"," Homs"," Baba Amr",2012-05-04," Shelling","Hims"
"5349"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5350"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5351"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5352"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5353"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5354"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5355"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5356"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5357"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5358"," Civilian"," Adult - Female"," Homs"," Qosur",2012-05-04," Shooting","Hims"
"5359"," Civilian"," Child - Male"," Homs"," Qosur",2012-05-04," Shooting","Hims"
"5360"," Civilian"," Child - Female"," Homs"," Qosur",2012-05-04," Shooting","Hims"
"5361"," Civilian"," Child - Male"," Homs"," Qosur",2012-05-04," Shooting","Hims"
"5362"," Civilian"," Child - Female"," Homs"," Qosur",2012-05-04," Shooting","Hims"
"5363"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5364"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5365"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5366"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5367"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5368"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5369"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5370"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5371"," Civilian"," Adult - Male"," Homs"," ",2012-05-04," Shelling","Hims"
"5372"," Civilian"," Adult - Male"," Aleppo"," Andan",2012-05-04," Field Execution","Aleppo"
"5373"," Civilian"," Adult - Female"," Aleppo"," Andan",2012-05-04," Field Execution","Aleppo"
"5374"," Civilian"," Adult - Male"," Hama"," Souran",2012-05-04," Shooting","Hamah"
"5375"," Civilian"," Adult - Male"," Idlib"," Jabal Zawyeh: Ibleen",2012-05-04," Detention - Torture - Execution","Idlib"
"5376"," Civilian"," Adult - Male"," Idlib"," Bara",2012-05-04," Field Execution","Idlib"
"5377"," Civilian"," Child - Female"," Idlib"," Maaret Al-Nouman",2012-05-04," Shooting","Idlib"
"5378"," Civilian"," Adult - Female"," Homs"," Qosair",2012-05-09," Shooting","Hims"
"5379"," Civilian"," Adult - Male"," Idlib"," Jisr Al-Shoghour: Ein Hamra",2012-05-09," Shelling","Idlib"
"5380"," Civilian"," Adult - Male"," Homs"," Talbiseh",2012-05-09," Shelling","Hims"
"5381"," Civilian"," Adult - Male"," Homs"," Karm Al-Zaitoun",2012-05-09," Field Execution","Hims"
"5382"," Civilian"," Adult - Male"," Damascus Suburbs"," Zabadany",2012-05-09," Shooting","Rif Dimashq"
"5383"," Civilian"," Adult - Male"," Damascus Suburbs"," Zamalka",2012-05-09," Shooting","Rif Dimashq"
"5384"," Non-Civilian"," Adult - Male"," Idlib"," Al-Zawia Mount: Maghara",2012-05-09," Shooting","Idlib"
"5385"," Civilian"," Adult - Male"," Homs"," Saen",2012-05-09," Shelling","Hims"
"5386"," Civilian"," Adult - Male"," Homs"," Bab Terkman",2012-05-09," Shooting","Hims"
"5387"," Civilian"," Adult - Male"," Homs"," Midan on Al-Sham Road",2012-05-08," Shooting","Hims"
"5388"," Civilian"," Adult - Female"," Idlib"," Tamanaah",2012-05-08," Shelling","Idlib"
"5389"," Civilian"," Adult - Male"," Idlib"," HafSerjeh",2012-05-08," Shelling","Idlib"
"5390"," Civilian"," Adult - Female"," Homs"," Rastan",2012-05-08," Shooting","Hims"
"5391"," Civilian"," Adult - Male"," Damascus"," Barzeh",2012-05-08," Shooting","Damascus"
"5392"," Civilian"," Adult - Female"," Homs"," Bayada",2012-05-08," Shooting","Hims"
"5393"," Civilian"," Adult - Male"," Hama"," Tareeq Halab neighborhood",2012-05-08," Shooting","Hamah"
"5394"," Non-Civilian"," Adult - Male"," Hama"," Helfaya",2012-05-08," Shooting","Hamah"
"5395"," Civilian"," Adult - Male"," Homs"," Qusour",2012-05-08," Kidnapping - Execution","Hims"
"5396"," Civilian"," Adult - Male"," Idlib"," Mastoumeh",2012-05-08," Shooting","Idlib"
"5397"," Civilian"," Adult - Male"," Homs"," Khaldieh",2012-05-08," Shelling","Hims"
"5398"," Civilian"," Adult - Male"," Homs"," Qusour",2012-05-08," Field Execution","Hims"
"5399"," Non-Civilian"," Adult - Male"," Homs"," Qosair: Jousieh",2012-05-07," Shelling","Hims"
"5400"," Civilian"," Adult - Male"," Hama"," Sahl Al-Ghab: Qabr Fedda",2012-05-07," Field Execution","Hamah"
"5401"," Civilian"," Adult - Male"," Hama"," Sahl Al-Ghab: Qabr Fedda",2012-05-07," Field Execution","Hamah"
"5402"," Civilian"," Adult - Male"," Hama"," Sahl Al-Ghab: Qabr Fedda",2012-05-07," Field Execution","Hamah"
"5403"," Civilian"," Child - Female"," Daraa"," Mataeyeh",2012-05-07," Shooting","Dar`a"
"5404"," Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2012-05-07," Shelling","Rif Dimashq"
"5405"," Non-Civilian"," Adult - Male"," Idlib"," Deir Sumbol",2012-05-07," Shooting","Idlib"
"5406"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Beit Jen",2012-05-07," Shooting","Rif Dimashq"
"5407"," Non-Civilian"," Adult - Male"," Deir Ezzor"," ",2012-05-07," Shooting","Dayr Az Zawr"
"5408"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Mohasan : al-Ali al-Hlehel",2012-05-07," Explosion","Dayr Az Zawr"
"5409"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Thebyan",2012-05-07," Shooting","Dayr Az Zawr"
"5410"," Civilian"," Adult - Male"," Homs"," Khaldia",2012-05-07," Detention - Torture","Hims"
"5411"," Civilian"," Adult - Male"," Hasakeh"," ",2012-05-07," Shooting","Al <U+1E24>asakah"
"5412"," Non-Civilian"," Adult - Male"," Homs"," Bayada",2012-05-07," Shooting","Hims"
"5413"," Civilian"," Adult - Male"," Homs"," Qusour",2012-05-07," Shelling","Hims"
"5414"," Civilian"," Child - Male"," Homs"," Qusour",2012-05-07," Shelling","Hims"
"5415"," Civilian"," Adult - Male"," Homs"," Qusour",2012-05-07," Shelling","Hims"
"5416"," Civilian"," Adult - Male"," Homs"," Waer",2012-05-07," Detention - Torture","Hims"
"5417"," Civilian"," Adult - Male"," Homs"," Bab Tadmur",2012-05-06," Shooting","Hims"
"5418"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Al-Tal",2012-05-06," Shooting","Rif Dimashq"
"5419"," Civilian"," Adult - Female"," Homs"," Rabee Arabi Neighborhood",2012-05-06," Shooting","Hims"
"5420"," Civilian"," Adult - Male"," Idlib"," Jabal Zawyeh: Kafar Bateekh",2012-05-06," Shooting","Idlib"
"5421"," Civilian"," Adult - Male"," Daraa"," Jeezeh",2012-05-06," Shooting","Dar`a"
"5422"," Non-Civilian"," Adult - Male"," Idlib"," Bassamis",2012-05-06," Shooting","Idlib"
"5423"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Al-Tal",2012-05-06," Shooting","Rif Dimashq"
"5424"," Non-Civilian"," Adult - Male"," Damascus"," Barzeh",2012-05-05," Shooting","Damascus"
"5425"," Non-Civilian"," Adult - Male"," Idlib"," ",2012-05-05," Shooting","Idlib"
"5426"," Non-Civilian"," Adult - Male"," Hama"," Sahl Al-Ghab: Asharneh",2012-05-12," Shooting","Hamah"
"5427"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Abbada",2012-05-12," Shooting","Rif Dimashq"
"5428"," Civilian"," Adult - Male"," Aleppo"," Mangh",2012-05-12," Detention - Torture","Aleppo"
"5429"," Civilian"," Adult - Male"," Hama"," Hameedieh",2012-05-12," Shooting","Hamah"
"5430"," Non-Civilian"," Adult - Male"," Hama"," Sahl Al-Ghab: Asharneh",2012-05-12," Shooting","Hamah"
"5431"," Non-Civilian"," Adult - Male"," Idlib"," Kansefra",2012-05-12," Shooting","Idlib"
"5432"," Civilian"," Adult - Male"," Homs"," Baba Amr",2012-05-12," Shooting","Hims"
"5433"," Civilian"," Adult - Male"," Daraa"," Hirak",2012-05-12," Shooting","Dar`a"
"5434"," Non-Civilian"," Adult - Male"," Hama"," Madeeq Castle",2012-05-12," Shooting","Hamah"
"5435"," Civilian"," Adult - Male"," Daraa"," Tal Shihab",2012-05-12," Other","Dar`a"
"5436"," Civilian"," Adult - Female"," Damascus Suburbs"," Khan al-Sheih Camp",2012-05-12," Shooting","Rif Dimashq"
"5437"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2012-05-11," Shooting","Rif Dimashq"
"5438"," Non-Civilian"," Adult - Male"," Idlib"," Khan Shaikhoun",2012-05-11," Shooting","Idlib"
"5439"," Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2012-05-11," Shooting","Rif Dimashq"
"5440"," Non-Civilian"," Adult - Male"," Damascus"," Midan",2012-05-11," Detention - Torture","Damascus"
"5441"," Civilian"," Adult - Male"," Aleppo"," Salahuddein",2012-05-11," Shooting","Aleppo"
"5442"," Civilian"," Adult - Male"," Hasakeh"," Ras Al-Ein: Amrieh",2012-05-11," Shooting","Al <U+1E24>asakah"
"5443"," Civilian"," Adult - Male"," Hama"," Qusour",2012-05-11," Other","Hamah"
"5444"," Civilian"," Adult - Male"," Hama"," Mourek",2012-05-11," Shelling","Hamah"
"5445"," Non-Civilian"," Adult - Male"," Hasakeh"," Ras Al-Ein: Tal Deyab",2012-05-11," Shooting","Al <U+1E24>asakah"
"5446"," Civilian"," Adult - Female"," Aleppo"," Sheikh Maqsoud",2012-05-10," Shooting","Aleppo"
"5447"," Civilian"," Adult - Male"," Damascus"," ",2012-05-10," Explosion","Damascus"
"5448"," Civilian"," Adult - Female"," Damascus"," ",2012-05-10," Explosion","Damascus"
"5449"," Civilian"," Adult - Male"," Daraa"," Saida",2012-05-10," Shooting","Dar`a"
"5450"," Civilian"," Adult - Male"," Damascus"," Qazzaz",2012-05-10," Shooting","Damascus"
"5451"," Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2012-05-10," Explosion","Rif Dimashq"
"5452"," Civilian"," Adult - Female"," Damascus"," Midan",2012-05-10," Explosion","Damascus"
"5453"," Civilian"," Adult - Male"," Damascus"," Qazzaz",2012-05-10," Explosion","Damascus"
"5454"," Civilian"," Adult - Female"," Damascus"," Qazzaz",2012-05-10," Explosion","Damascus"
"5455"," Civilian"," Child - Female"," Damascus"," Qazzaz",2012-05-10," Explosion","Damascus"
"5456"," Civilian"," Adult - Male"," Idlib"," Ariha",2012-05-10," Shooting","Idlib"
"5457"," Civilian"," Adult - Male"," Damascus"," Kafar Souseh",2012-05-10," Explosion","Damascus"
"5458"," Civilian"," Child - Male"," Hama"," Tareeq Halab neighborhood",2012-05-10," Shooting","Hamah"
"5459"," Civilian"," Adult - Male"," Damascus Suburbs"," Hfer Fuqa",2012-05-10," Explosion","Rif Dimashq"
"5460"," Civilian"," Adult - Male"," Damascus Suburbs"," Bweda",2012-05-10," Explosion","Rif Dimashq"
"5461"," Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2012-05-10," Field Execution","Rif Dimashq"
"5462"," Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2012-05-10," Field Execution","Rif Dimashq"
"5463"," Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2012-05-10," Field Execution","Rif Dimashq"
"5464"," Civilian"," Adult - Male"," Damascus"," Shaghour",2012-05-10," Explosion","Damascus"
"5465"," Civilian"," Adult - Male"," Damascus"," Kafar Souseh",2012-05-10," Explosion","Damascus"
"5466"," Civilian"," Adult - Female"," Damascus Suburbs"," Madaya",2012-05-10," Shooting","Rif Dimashq"
"5467"," Civilian"," Adult - Male"," Homs"," Wadi Al-Arab",2012-05-10," Shooting","Hims"
"5468"," Civilian"," Adult - Male"," Homs"," Wadi Al-Arab",2012-05-10," Field Execution","Hims"
"5469"," Civilian"," Adult - Male"," Damascus"," Qadam",2012-05-10," Explosion","Damascus"
"5470"," Civilian"," Adult - Male"," Homs"," Qarabis",2012-05-10," Shooting","Hims"
"5471"," Civilian"," Adult - Male"," Homs"," ",2012-05-10," Shooting","Hims"
"5472"," Civilian"," Child - Male"," Idlib"," Khan Sheikhoun",2012-05-10," Shelling","Idlib"
"5473"," Civilian"," Adult - Male"," Aleppo"," Sheikh Maqsoud",2012-05-10," Shooting","Aleppo"
"5474"," Non-Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5475"," Civilian"," Adult - Male"," Homs"," Qusour",2012-05-15," Field Execution","Hims"
"5476"," Civilian"," Adult - Male"," Homs"," Qosair: Masrieh",2012-05-15," Field Execution","Hims"
"5477"," Civilian"," Child - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5478"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5479"," Civilian"," Adult - Male"," Homs"," Shamas",2012-05-15," Shooting","Hims"
"5480"," Civilian"," Adult - Male"," Homs"," Shamas",2012-05-15," Shooting","Hims"
"5481"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Zabadany: Kfer Yabus Village",2012-05-15," Shooting","Rif Dimashq"
"5482"," Civilian"," Adult - Male"," Homs"," Shamas",2012-05-15," Shooting","Hims"
"5483"," Civilian"," Adult - Male"," Damascus Suburbs"," Harasta",2012-05-15," Shooting","Rif Dimashq"
"5484"," Civilian"," Adult - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5485"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-15," Kidnapping - Torture - Execution","Hims"
"5486"," Civilian"," Child - Male"," Idlib"," Khan Sheikhoun",2012-05-15," Shooting","Idlib"
"5487"," Civilian"," Adult - Male"," Idlib"," Maaret Masrein",2012-05-14," Shooting","Idlib"
"5488"," Non-Civilian"," Adult - Male"," Homs"," Rastan",2012-05-14," Shooting","Hims"
"5489"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Kafr Batna",2012-05-14," Shooting","Rif Dimashq"
"5490"," Civilian"," Adult - Male"," Hama"," Hamra: Rahieh village",2012-05-14," Kidnapping - Execution","Hamah"
"5491"," Civilian"," Adult - Male"," Hama"," Hamra: Rahieh village",2012-05-14," Kidnapping - Execution","Hamah"
"5492"," Civilian"," Child - Female"," Homs"," Rastan",2012-05-14," Shooting","Hims"
"5493"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-14," Detention - Torture - Execution","Hims"
"5494"," Civilian"," Adult - Male"," Homs"," Waer",2012-05-14," Field Execution","Hims"
"5495"," Non-Civilian"," Adult - Male"," Deir Ezzor"," ",2012-05-14," Shooting","Dayr Az Zawr"
"5496"," Civilian"," Adult - Male"," Homs"," Shamas",2012-05-14," Field Execution","Hims"
"5497"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-14," Shelling","Hims"
"5498"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-14," Shelling","Hims"
"5499"," Civilian"," Adult - Male"," Homs"," Rastan",2012-05-14," Shelling","Hims"
"5500"," Civilian"," Child - Male"," Daraa"," Sheikh Meskeen",2012-05-14," Shooting","Dar`a"
"5501"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Sayeda Zainab",2012-05-13," Shooting","Rif Dimashq"
"5502"," Non-Civilian"," Adult - Male"," Damascus Suburbs"," Dumair",2012-05-13," Shooting","Rif Dimashq"
"5503"," Civilian"," Adult - Male"," Hama"," ",2012-05-13," Shooting","Hamah"
"5504"," Non-Civilian"," Adult - Male"," Deir Ezzor"," ",2012-05-13," Shooting","Dayr Az Zawr"
"5505"," Non-Civilian"," Adult - Male"," Deir Ezzor"," Shahil",2012-05-13," Shooting","Dayr Az Zawr"
"5506"," Civilian"," Adult - Male"," Homs"," Qosair",2012-05-13," Shooting","Hims"
"5507"," Civilian"," Adult - Male"," Daraa"," Nawa",2012-05-13," Shooting","Dar`a"
"5508"," Civilian"," Adult - Male"," Daraa"," Tafas",2012-05-13," Shooting","Dar`a"
"5509"," Civilian"," Adult - Male"," Aleppo"," Hamdanieh",2012-05-13," Shooting","Aleppo"
"5510"," Civilian"," Adult - Male"," Idlib"," Maaret Al-Nouman",2012-05-13," Shelling","Idlib"
"5511"," Civilian"," Child - Male"," Homs"," Rastan",2012-05-13," Shelling","Hims"
